SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"10221-1",4216581,2,"Reddish Brown","Plates, Special Circles And Angles",6141,"ROUND PLATE 1X1","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4216581.jpg",392
"10221-1",4225787,1,"Reddish Brown","Figure Parts",73200,"MINI LOWER PART NO.89, 192/199","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4225787.jpg",22
"10221-1",4584445,1,"Sand Green","Figure, Heads And Masks",90756,"BOOSK HEAD NO '1'","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4584445.jpg",2
"10221-1",4528604,93,"Sand Yellow","Plates",3023,"PLATE 1X2","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4528604.jpg",300
"10221-1",4625146,1,"Silver Metallic","Decoration Elements",49668,"PLATE 1X1 W/TOOTH","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4625146.jpg",68
"10221-1",6010687,2,"Transparent","Plates, Special",99784,"PLATE 1X2 W. SHAFT 12M","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/6010687.jpg",12
"10221-1",4278409,15,"Transparent Bright Orange","Plates, Special Circles And Angles",54196,"SLIDE SHOE ROUND 2X2","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4278409.jpg",43
"10221-1",4163917,3,"Transparent Light Blue","Plates, Special Circles And Angles",30057,"ROUND PLATE 1X1 - TR.","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4163917.jpg",222
"10221-1",4631695,1,"Transparent Light Blue","Bricks, Special Circles And Angles",96993,"ROUND BRICK 1 - TR 'HOLOGRAM'","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4631695.jpg",2
"10221-1",3005741,8,"Transparent Red","Plates, Special Circles And Angles",30057,"ROUND PLATE 1X1 - TR.","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/3005741.jpg",832
"10221-1",4124108,1,"Transparent Red","Signs, Flags And Poles",30374,"LIGHT SWORD - BLADE","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4124108.jpg",85
"10221-1",300401,6,"White","Bricks",3004,"BRICK 1X2","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/300401.jpg",1072
"10221-1",303201,2,"White","Plates",3032,"PLATE 4X6","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/303201.jpg",240
"10221-1",383201,5,"White","Plates",3832,"PLATE 2X10","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/383201.jpg",202
"10221-1",611101,2,"White","Bricks",6111,"BRICK 1X10","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/611101.jpg",124
"10221-1",4501853,2,"White","Plates, Special",4510,"PLATE 1X8 WITH RAIL","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4501853.jpg",62
"10221-1",4631804,1,"White","Figure, Head Clothing",2543,"MINI HEADSQUARE SCARF","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4631804.jpg",1
"10221-1",4631840,1,"White","Figure, Heads And Masks",97034,"MINI HEAD NO '822'","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4631840.jpg",1
"10221-1",4658973,1,"White","Bricks, With Slope",72454,"ROOF TILE 4X4/45° INV.","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/4658973.jpg",50
"10221-1",6089574,30,"White","Plates, Special",10201,"ANGLE PLATE 1X2/1X4","https://www.lego.com/cdn/product-assets/element.img.lod5photo.192x192/6089574.jpg",64




